"customer_id","first_name","last_name","email","phone_number","city","signup_source","created_at"
CUST_0000025,Elliot,Jackson,eLLiOT.JaCKSOn@EXAmPlE.cOm,"917-415-2595",QUEENS,In-Store QR,2024-12-30 06:04:44.000
CUST_0000026,Avery,Davis,avery.davis@mail.com,"332-300-7530",STATEN ISLAND,Web,2024-11-28 03:57:38.000
CUST_0000027,Devon,Anderson,devon.anderson@example.com,"212-935-4491",queens,Email,2024-11-12 16:03:36.000
CUST_0000028,Rowan,Patel,rowan.patel@student.edu,"917-986-3072",BRONX,In-Store QR,2025-04-04 07:14:49.000
CUST_0000029,Rowan,Nelson,rowan.nelson@example.com,"917-595-6694",Bronx,Partner,2025-04-01 19:07:53.000
CUST_0000030,Harper,Evans,harper.evans@demo.org,"332-497-1749",StatenIsland,Mobile App,2024-08-11 11:15:41.000
CUST_0000031,Harper,Kim,harper.kim@mail.com,"212-396-6190",staten island,Mobile App,2024-07-21 11:15:28.000
CUST_0000032,Devon,Lopez,devon.lopez@student.edu,"917-448-1711",BROOKLYN,REFERRAL,2024-07-24 16:00:27.000
CUST_0000033,Blake,Wilson,blake.wilson@student.edu,"646-543-6136",MANHATTAN,Mobile App,2025-06-22 05:27:31.000
CUST_0000034,Jordan,Martinez,jordan.martinez@mail.com,"212-296-3746",Queens ,Partner,2025-09-11 07:10:17.000
CUST_0000035,Taylor,Gonzalez,taylor.gonzalez@example.com,"917-421-6038", New York ,Email,2025-07-06 15:17:07.000
CUST_0000036,Hayden,Nelson,hayden.nelson@student.edu,"646-622-9365", Bronx,Web,2024-12-19 15:10:55.000
CUST_0000037,Kendall,Evans,kendall.evans@demo.org,"646-333-2668",NYC,Referral,2025-06-30 08:19:00.000
CUST_0000038,Cameron,Martinez,cameron.martinez@mail.com,"646-646-1812",Brooklyn,Referral,2025-05-18 15:08:50.000
CUST_0000039,Skyler,Anderson,skyler.anderson@mail.com,"347-997-3430",Brooklyn,Mobile App,2025-03-19 16:43:32.000
CUST_0000040,Rowan,Davis,rowan.davis@mail.com,"718-818-8635",manhattan,Partner,2025-05-24 00:20:35.000
CUST_0000041,Micah,Chen,micah.chen@student.edu,"646-620-8368",QUEENS,Mobile App,2024-11-27 06:43:13.000
CUST_0000042,Phoenix,Hill,phoenix.hill@example.com,"718-912-3510",BROOKLYN,Web,2024-09-05 12:16:33.000
CUST_0000043,Logan,Evans,logan.evans@mail.com,"646-920-5008",StatenIsland,Email,2024-06-04 05:16:25.000
CUST_0000044,Skyler,Mitchell,skyler.mitchell@student.edu,"917-542-3056", Bronx,Referral,2024-11-23 05:17:16.000
CUST_0000045,Harper,Davis,harper.davis@demo.org,"212-517-4345",Brooklyn,Mobile App,2024-09-17 13:09:11.000
CUST_0000046,Parker,Chen,parker.chen@demo.org,"347-706-9186",bronx,Email,2024-08-03 17:40:59.000
CUST_0000047,Alex,Lewis,alex.lewis@demo.org,"332-334-7236", Bronx,Email ,2025-07-19 14:58:50.000
CUST_0000048,Devon,Walker,devon.walker@demo.org,"212-738-2252",Staten Island,Web,2024-09-24 20:38:35.000
CUST_0000049,Rowan,White,rowan.white@mail.com,"917-240-4580",BROOKLYN,In-Store QR,2025-08-13 20:20:53.000
CUST_0000050,Jules,Chen,jules.chen@student.edu,"212-939-4760",Brooklyn ,Referral,2025-08-03 03:05:40.000
CUST_0000051,Taylor,Davis,taylor.davis@example.com,"718-777-1089",bronx,Referral,2024-09-01 09:31:46.000
CUST_0000052,Reese,Adams,reese.adams@mail.com,"718-400-8620",BROOKLYN,Email,2025-05-15 22:04:04.000
CUST_0000053,Taylor,Roberts,taylor.roberts@example.com,"917-332-3236",staten island,Email,2025-07-04 18:06:34.000
CUST_0000054,Riley,Nelson,riley.nelson@mail.com,"917-975-4227",Brooklyn ,Referral,2024-07-18 08:19:44.000
CUST_0000055,Cameron,Campbell,cameron.campbell@mail.com,"646-771-5767",STATEN ISLAND,Referral,2025-08-20 10:03:28.000
CUST_0000056,Hayden,Rodriguez,hayden.rodriguez@demo.org,"332-203-7504",Queens,Mobile App,2024-11-21 02:50:17.000
CUST_0000057,Remy,Harris,remy.harris@demo.org,"332-809-8936",staten island,Web,2025-04-16 08:02:08.000
CUST_0000058,Hayden,Young,hayden.young@student.edu,"646-241-6586",Bronx,Referral,2024-09-28 06:56:23.000
CUST_0000059,Sloan,Campbell,SloaN.cAmpbElL@exaMplE.COm,"917-743-2513",Staten Island,Email,2024-09-30 07:30:42.000
CUST_0000060,Cameron,Wright,cameron.wright@example.com,"332-360-6702",queens,Email,2025-03-10 21:00:52.000
CUST_0000061,Emery,Patel,emery.patel@example.com,"332-345-6687",Bklyn,In-Store QR,2025-03-29 08:42:29.000
CUST_0000062,Noel,Adams,noel.adams@mail.com,"212-936-2203",brooklyn,Referral,2025-03-04 17:06:51.000
CUST_0000063,Emery,Lewis,emErY.LEwiS@mAIL.CoM,"347-251-9567", New York ,Web,2024-06-08 08:28:04.000
CUST_0000064,Tatum,Kim,tatum.kim@student.edu,"212-462-8941",Manhattan,In-Store QR,2025-09-22 02:54:10.000
CUST_0000065,Skyler,Baker,skyler.baker@demo.org,"917-757-4274", Bronx,Email,2024-06-24 08:57:46.000
CUST_0000066,Sam,Smith,sam.smith@mail.com,"347-682-8185",Queens ,Referral,2025-09-15 19:34:23.000
CUST_0000067,Rowan,Lewis,rowan.lewis@example.com,"917-333-3331",BRONX,Partner,2025-08-20 10:14:38.000
CUST_0000068,Chris,Rodriguez,chris.rodriguez@example.com,"718-985-4158",Bronx,Referral,2024-10-26 22:00:43.000
CUST_0000069,Hayden,Perez,hayden.perez@demo.org,"212-554-8614",Staten Island,Referral,2024-10-15 13:57:04.000
CUST_0000070,Riley,Kim,riley.kim@example.com,"917-469-2872",Bronx,Email,2025-05-08 10:03:19.000
CUST_0000071,Drew,Smith,drew.smith@student.edu,"718-436-9087",bronx,Partner,2024-08-20 05:30:40.000
CUST_0000072,Micah,Perez,micah.perez@mail.com,"347-590-1517",QUEENS,Email,2025-06-08 11:39:30.000
CUST_0000073,Riley,Thomas,riley.thomas@mail.com,"917-566-1296",Manhattan,Partner,2025-01-24 03:28:25.000
CUST_0000074,Skyler,King,skyler.king@example.com,"917-473-4663",Brooklyn,Web,2024-06-14 05:15:11.000
CUST_0000075,Remy,Kim,remy.kim@example.com,"332-635-3274",New York,In-Store QR,2025-08-21 23:52:06.000
CUST_0000076,Logan,Turner,loGaN.TurneR@ExaMPLe.cOM,"212-710-3644",MANHATTAN,Mobile App,2025-07-13 04:07:24.000
CUST_0000077,Jules,Davis,jules.davis@demo.org,"212-302-2436",Manhattan,Web,2025-07-30 14:17:58.000
CUST_0000078,Rowan,Smith,rowan.smith@student.edu,"718-340-2117",New York, Referral,2024-11-28 10:07:40.000
CUST_0000079,Rowan,Phillips,rowan.phillips@student.edu,"212-528-9855",Queens,Email,2024-08-13 19:15:09.000
CUST_0000080,Avery,Garcia,avery.garcia@demo.org,"718-682-3929",Brooklyn ,Partner,2024-07-06 09:03:04.000
CUST_0000081,Peyton,Perez,peyton.perez@demo.org,"917-929-2163",Bronx,Referral,2025-03-09 01:39:52.000
CUST_0000082,Cory,Clark,cory.clark@example.com,"646-904-9827",STATEN ISLAND,In-Store QR,2025-01-30 07:16:01.000
CUST_0000083,Sage,Hill,sage.hill@example.com,"718-864-5214",BRONX,In-Store QR,2024-09-18 10:57:04.000
CUST_0000084,Taylor,Phillips,taylor.phillips@student.edu,"917-627-6677",Bklyn,Email,2024-08-19 09:17:06.000
CUST_0000085,River,White,river.white@example.com,"347-525-9444",manhattan,Referral,2024-12-22 00:32:10.000
CUST_0000086,Elliot,Perez,elliot.perez@demo.org,"212-278-5888",BRONX,Referral,2024-10-30 23:34:34.000
CUST_0000087,Elliot,Smith,elliot.smith@mail.com,"646-601-7009",BRONX,Email,2025-07-06 21:38:26.000
CUST_0000088,Riley,Nguyen,riley.nguyen@example.com,"212-421-4382",NYC,Partner,2025-01-31 08:11:05.000
CUST_0000089,Sloan,Chen,sloan.chen@example.com,"212-841-3889",STATEN ISLAND,In-Store QR,2025-06-19 20:59:50.000
CUST_0000090,Shawn,Chen,shawn.chen@mail.com,"917-895-2628",bronx,Email,2025-03-18 19:51:17.000
CUST_0000091,Kendall,Jackson,kendall.jackson@example.com,"718-870-7018",BRONX,Email,2025-06-29 17:33:40.000
CUST_0000092,Taylor,Phillips,taylor.phillips@student.edu,"718-604-3961",Qns,In-Store QR,2025-02-13 16:59:08.000
CUST_0000093,Noel,Lee,,"347-217-2856",Bklyn,In-Store QR,2025-02-02 21:08:28.000
CUST_0000094,Tatum,Patel,tatum.patel@demo.org,"332-336-7334",QUEENS,In-Store QR,2025-07-16 06:18:09.000
CUST_0000095,Hayden,Harris,hayden.harris@example.com,"347-985-5989",Queens ,Mobile App,2025-09-10 02:25:54.000
CUST_0000096,Kendall,Jackson,kendall.jackson@student.edu,"212-920-4809",Staten Island,Email,2025-06-27 16:24:25.000
CUST_0000097,Harper,Lee,harper.lee@student.edu,"917-912-7622",bronx,Web,2024-06-01 16:29:07.000
CUST_0000098,Dana,Rodriguez,dana.rodriguez@demo.org,"917-304-3455", Bronx,Email,2025-06-05 00:41:46.000
CUST_0000099,Dana,Gonzalez,dana.gonzalez@demo.org,"646-302-2540",brooklyn,Email,2025-01-22 12:22:52.000
CUST_0000100,Cory,Parker,cory.parker@mail.com,"212-628-4332", New York ,Email,2025-04-21 16:35:21.000
CUST_0000101,Morgan,Campbell,morgan.campbell@student.edu,"347-674-4011",Queens ,Mobile App,2025-08-13 23:11:08.000
CUST_0000102,Hayden,Garcia,hayden.garcia@student.edu,"646-595-9510",bronx,Referral,2024-12-05 17:29:31.000
CUST_0000103,Emery,Phillips,emery.phillips@example.com,"718-613-2133",BROOKLYN,Partner,2025-08-22 18:26:52.000
CUST_0000104,Elliot,Lewis,elliot.lewis@student.edu,"646-837-2987",Bronx,Web,2025-01-14 11:43:48.000
CUST_0000105,Noel,White,noel.white@student.edu,"917-929-9077",Staten Island,Mobile App,2025-03-11 12:03:11.000
CUST_0000106,Jules,Hill,jules.hill@example.com,"332-229-4571",Staten Island,Web,2025-09-13 07:50:56.000
CUST_0000107,Drew,Campbell,drew.campbell@example.com,"332-211-5223",Bronx,Web,2025-04-03 07:37:24.000
CUST_0000108,Micah,Smith,micah.smith@mail.com,"718-769-3442",STATEN ISLAND,Referral,2025-08-26 20:36:44.000
CUST_0000109,Sam,Chen,sam.chen@student.edu,"332-626-9964",Brooklyn ,In-Store QR,2024-11-19 13:47:19.000
CUST_0000110,Elliot,Lopez,elliot.lopez@example.com,"917-724-6923",STATEN ISLAND,Partner,2024-10-23 07:51:19.000
CUST_0000111,Phoenix,Lee,phoenix.lee@example.com,"917-457-4470",Staten Island,Email,2025-07-26 20:02:04.000
CUST_0000112,Remy,Roberts,remy.roberts@student.edu,"347-519-5779",NYC,In-Store QR,2025-09-20 02:34:02.000
CUST_0000113,Reese,Roberts,reese.roberts@mail.com,"212-788-5776",Queens ,Referral,2025-04-10 07:43:49.000
CUST_0000114,Jordan,Scott,jordan.scott@student.edu,"347-268-7812",Queens,Mobile App,2024-10-08 23:18:11.000
CUST_0000115,Hayden,Brown,hayden.brown@student.edu,"212-313-3942",STATEN ISLAND,Referral,2024-12-11 09:37:36.000
CUST_0000116,Avery,White,avery.white@mail.com,"347-519-5186",New York,Email,2024-10-17 13:05:19.000
CUST_0000117,River,Anderson,river.anderson@mail.com,"212-525-2587",StatenIsland,Email,2025-04-14 09:11:50.000
CUST_0000118,Tatum,Jackson,tatum.jackson@mail.com,"332-416-4940",Queens,Referral,2024-06-16 15:12:13.000
CUST_0000119,Devon,Thomas,devon.thomas@mail.com,"332-870-2180",bronx,Partner,2025-05-26 01:40:25.000
CUST_0000120,Sam,King,sam.king@example.com,"347-876-1200",NYC,In-Store QR ,2024-09-10 04:04:05.000
CUST_0000121,Harper,Clark,harper.clark@demo.org,"212-216-1067",staten island,Partner,2025-08-10 00:16:51.000
CUST_0000122,Phoenix,Phillips,phoenix.phillips@demo.org,"347-344-7523",Bklyn,Email,2025-08-10 21:08:07.000
CUST_0000123,Dana,Brown,dana.brown@example.com,"347-427-7158",Bronx,Email,2024-11-27 07:29:15.000
CUST_0000124,Quinn,Rodriguez,quinn.rodriguez@student.edu,"212-898-3162",Qns,Web,2025-04-12 02:22:24.000
CUST_0000125,Cory,Nelson,cory.nelson@student.edu,"917-679-9088", Bronx,Referral,2025-08-15 16:35:16.000
CUST_0000126,Emery,Chen,emery.chen@student.edu,"646-724-2119",Staten Island,Web,2024-10-03 01:03:24.000
CUST_0000127,Sloan,Nelson,sloan.nelson@mail.com,"332-716-9212",New York,Email,2025-01-12 06:42:49.000
CUST_0000128,Blake,Green,BlaKE.GREeN@exAMpLe.coM,"212-847-2675",Brooklyn ,Partner,2025-04-25 22:28:25.000
CUST_0000129,Cory,Anderson,cory.anderson@example.com,"917-481-7740",Queens,Referral,2025-09-04 06:37:14.000
CUST_0000130,Skyler,Brown,skyler.brown@mail.com,"646-957-6530",bronx,Email,2024-08-12 06:07:12.000
CUST_0000131,River,Gonzalez,river.gonzalez@mail.com,"212-728-6702",Staten Island,Web,2024-12-23 01:49:50.000
CUST_0000132,Quinn,Nelson,quinn.nelson@example.com,"917-973-6946",queens,Email,2025-02-02 02:06:33.000
CUST_0000133,Hayden,Thomas,hayden.thomas@demo.org,"212-418-3229",StatenIsland,Mobile App,2024-08-23 19:15:29.000
CUST_0000134,Harper,Chen,harper.chen@student.edu,"212-260-2729",bronx,Email,2025-08-08 05:23:24.000
CUST_0000135,Jamie,Harris,jamie.harris@mail.com,"646-936-6518", Bronx,Referral,2025-04-29 08:11:44.000
CUST_0000136,Taylor,Chen,taylor.chen@mail.com,"332-375-2923",STATEN ISLAND,In-Store QR,2025-09-13 00:23:37.000
CUST_0000137,Parker,Thomas,parker.thomas@student.edu,"332-952-9795",STATEN ISLAND,Web,2025-05-09 19:44:41.000
CUST_0000138,River,Harris,river.harris@demo.org,N/A,queens,Web,2025-05-13 17:39:42.000
CUST_0000139,Shawn,Wilson,shawn.wilson@student.edu,"347-680-6027",manhattan,Web,2024-07-06 14:03:34.000
CUST_0000140,River,Nelson,river.nelson@demo.org,"212-453-9031",Staten Island,Partner,2024-10-11 04:16:43.000
CUST_0000141,Chris,Campbell,chris.campbell@example.com,"347-394-4864",STATEN ISLAND,In-Store QR,2025-06-20 16:20:49.000
CUST_0000142,Devon,Jackson,devon.jackson@mail.com,"347-352-4797",QUEENS,Mobile App,2024-11-29 13:39:12.000
CUST_0000143,,Kim,user.kim@example.com,"347-718-9464",Bronx,Email,2025-02-13 12:20:25.000
CUST_0000144,Blake,Lopez,blake.lopez@student.edu,"347-392-8190",staten island,Web,2024-08-21 20:45:37.000
CUST_0000145,Cameron,Martinez,cameron.martinez@example.com,"917-673-7526",QUEENS,Email,2024-12-12 03:15:36.000
CUST_0000146,Riley,Roberts,riley.roberts@example.com,"332-572-5768",manhattan,Referral,2025-04-18 09:47:34.000
CUST_0000147,Harper,Mitchell,harper.mitchell@student.edu,"718-311-5153",Qns,Partner,2025-05-28 03:20:38.000
CUST_0000148,Jordan,Nguyen,jordan.nguyen@demo.org,"718-993-6211",NYC,Web,2025-06-04 01:35:13.000
CUST_0000149,Emery,Lopez,emery.lopez@demo.org,"718-844-9433",Bronx,Referral,2025-09-12 18:54:41.000
CUST_0000150,Sam,Nelson, sam.nelson@example.com,"212-399-6499",MANHATTAN,Web,2025-02-05 01:30:18.000
CUST_0000151,Devon,Walker,devon.walker@example.com,"347-693-5934",Queens ,Email,2025-07-18 06:34:32.000
CUST_0000152,Remy,Mitchell,remy.mitchell@mail.com,"917-293-7211", Bronx,Referral,2024-07-29 10:48:29.000
CUST_0000153,Arden,Evans,arden.evans@mail.com,"646-267-4812",BROOKLYN,Web,2025-04-27 22:24:57.000
CUST_0000154,Alex,Phillips,alex.phillips@example.com,"212-263-2577",brooklyn,Partner,2025-01-24 14:57:50.000
CUST_0000155,Jordan,Phillips,jordan.phillips@student.edu,"646-313-9304",brooklyn,Partner,2025-08-02 14:35:09.000
CUST_0000156,Morgan,Green,morgan.green@student.edu,"347-789-9723",Bronx,Partner,2024-12-12 06:13:16.000
CUST_0000157,Jordan,King,jordan.king@student.edu,"347-847-5393",Qns,Partner,2025-08-23 07:27:02.000
CUST_0000158,Taylor,Lopez,taylor.lopez@student.edu,"917-327-6391",Queens,Partner,2024-07-04 07:44:50.000
CUST_0000159,Drew,Nelson,drew.nelson@student.edu,"212-364-7323",NYC,Email,2024-10-13 05:38:32.000
CUST_0000160,Noel,Campbell,noel.campbell@example.com,"646-945-7168",Queens,Partner,2024-08-26 04:22:15.000
CUST_0000161,Emery,Clark,emery.clark@demo.org,"347-655-7137", Bronx,Referral,2024-07-25 11:58:39.000
CUST_0000162,Shawn,Chen,shawn.chen@demo.org,"347-238-2428",New York,In-Store QR,2025-03-11 16:40:40.000
CUST_0000163,Sage,Nguyen,sage.nguyen@example.com,"347-276-5348",STATEN ISLAND,Web,2024-07-25 12:13:46.000
CUST_0000164,Skyler,Turner,skyler.turner@mail.com,"917-444-5899",Qns,Email,2025-07-19 11:24:57.000
CUST_0000165,Remy,Young,remy.young@demo.org,"332-793-4484",staten island,Referral,2024-07-15 07:38:32.000
CUST_0000166,River,Smith,river.smith@example.com,"212-974-8391", Bronx,REFERRAL,2024-07-11 01:05:19.000
CUST_0000167,River,Hill,river.hill@mail.com,"718-250-3017", New York ,Email,2025-01-05 16:00:09.000
CUST_0000168,Cory,Roberts,cory.roberts@example.com,"917-314-9761",Bklyn,In-Store QR,2024-07-25 09:16:47.000
CUST_0000169,Sage,Baker,sage.baker@mail.com,"212-495-6977",manhattan,In-Store QR,2025-09-20 17:47:35.000
CUST_0000170,Chris,Green,chris.green@student.edu,"212-284-2306",BROOKLYN,Mobile App,2024-06-22 08:48:18.000
CUST_0000171,Chris,Phillips,chris.phillips@mail.com,"718-489-1687",brooklyn,Partner,2024-06-28 11:24:17.000
CUST_0000172,Morgan,Roberts,morgan.roberts@example.com,"718-819-6125",STATEN ISLAND,Web,2024-12-26 18:12:40.000
CUST_0000173,Hayden,Smith,hayden.smith@example.com,"718-678-5299",Qns,Partner,2025-06-23 08:04:51.000
CUST_0000174,Arden,Phillips,arden.phillips@demo.org,"332-579-2178",staten island,Mobile App,2024-07-08 23:23:44.000
CUST_0000175,Emery,Garcia,emery.garcia@student.edu,"718-770-1834",STATEN ISLAND,Referral,2025-09-12 03:05:54.000
CUST_0000176,Jamie,Wilson,jamie.wilson@demo.org,"212-389-9784",Staten Island,Email,2024-08-08 07:53:14.000
CUST_0000177,Reese,Nelson,reese.nelson@demo.org,"332-893-3501",BROOKLYN,Email,2024-07-29 15:17:47.000
CUST_0000178,Dana,King,dana.king@example.com,"332-208-9267", New York ,In-Store QR,2024-06-18 02:29:04.000
CUST_0000179,Drew,Parker, drew.parker@example.com,"332-309-3086",NYC, Web,2024-12-18 20:31:38.000
CUST_0000180,Devon,Nelson,devon.nelson@example.com,"718-755-3606",BRONX,In-Store QR,2025-03-27 03:00:19.000
CUST_0000181,Harper,Campbell,harper.campbell@mail.com,"718-947-4545",STATEN ISLAND,Email,2024-10-30 06:16:12.000
CUST_0000182,Arden,Nelson,arden.nelson@demo.org,"347-883-8077", Bronx,Email,2024-07-08 14:34:45.000
CUST_0000183,Emery,Lopez,emery.lopez@example.com,"917-548-6181",New York,Referral,2024-10-08 11:43:08.000
CUST_0000184,Sage,Gonzalez,sage.gonzalez@mail.com,"347-821-6551",Brooklyn ,Email,2025-08-13 20:09:39.000
CUST_0000185,Noel,Wilson,noel.wilson@example.com,"332-695-1427",Qns,Email,2024-06-05 10:42:42.000
CUST_0000186,Alex,Clark,alex.clark@mail.com,"718-765-7981",bronx,Partner,2024-08-18 23:14:14.000
CUST_0000187,Quinn,Rodriguez,quinn.rodriguez@example.com,"212-903-3088",Bklyn,Email,2025-03-01 12:57:29.000
CUST_0000188,Micah,Martinez,micah.martinez@demo.org,"332-561-6176",Staten Island,Web,2024-08-14 21:20:59.000
CUST_0000189,Jules,Mitchell,jules.mitchell@student.edu,"718-797-5045",Bklyn,Partner,2024-07-05 09:29:24.000
CUST_0000190,Jamie,Clark,jamie.clark@example.com,"718-964-9678",QUEENS,Web,2025-07-28 12:07:55.000
CUST_0000191,Sam,Martinez,sam.martinez@example.com,"332-830-3528", New York ,Web,2025-03-15 17:53:08.000
CUST_0000192,Micah,Davis,micah.davis@student.edu,"347-974-1238",Staten Island,Mobile App,2025-04-01 17:41:00.000
CUST_0000193,Parker,Phillips,parker.phillips@demo.org,"332-519-2570",BROOKLYN,Referral,2024-09-17 21:13:24.000
CUST_0000194,Sage,Lewis,sage.lewis@student.edu,"332-724-2081", Bronx,Referral,2025-08-18 21:42:09.000
CUST_0000195,Kendall,Perez,kendall.perez@example.com,"718-837-9318",Queens ,In-Store QR,2024-08-17 21:45:01.000
CUST_0000196,Casey,Thomas,casey.thomas@example.com,"332-633-8765",BRONX,Web,2024-12-25 16:10:00.000
CUST_0000197,Robin,Evans,robin.evans@demo.org,"347-953-6316",staten island,In-Store QR,2024-10-20 02:18:08.000
CUST_0000198,Logan,Wilson,logan.wilson@demo.org,"917-460-1475",Brooklyn ,Web,2024-07-07 02:55:23.000
CUST_0000199,Sloan,Lee,sloan.lee@demo.org,"718-723-7348",brooklyn,In-Store QR,2025-08-15 04:49:15.000
CUST_0000200,Drew,Hill,drew.hill@student.edu,"332-591-9703",BRONX,Web,2025-01-16 04:18:04.000
CUST_0000201,Sam,Kim,sam.kim@mail.com,"212-843-6204",Qns,Mobile App,2025-02-07 04:53:26.000
CUST_0000202,Shawn,Lewis,shawn.lewis@mail.com,"917-541-5160",New York,Mobile App,2024-06-27 19:37:09.000
CUST_0000203,Riley,Gonzalez,riley.gonzalez@student.edu,"646-684-2211",staten island,Web,2025-08-05 23:34:54.000
CUST_0000204,Dana,Lopez,dana.lopez@demo.org,"917-946-9288",Staten Island,Partner,2025-09-09 19:48:36.000
CUST_0000205,Cory,Harris,cory.harris@student.edu,"212-774-1040",Staten Island,Mobile App,2024-08-19 02:07:17.000
CUST_0000206,Reese,Davis,reese.davis@student.edu,"212-929-2383",QUEENS,Web,2024-12-24 09:53:29.000
CUST_0000207,Jules,Campbell,jules.campbell@demo.org,"212-916-9371",queens,In-Store QR,2024-12-01 06:05:53.000
CUST_0000208,Rowan,Hill,rowan.hill@mail.com,"347-490-6200",staten island,Referral,2024-07-12 13:33:41.000
CUST_0000209,Quinn,Harris,quinn.harris@student.edu,"332-959-3260",StatenIsland,In-Store QR,2025-08-24 21:50:11.000
CUST_0000210,Kendall,Garcia,kendall.garcia@mail.com,"212-321-5211",BRONX,Partner,2025-07-28 14:38:10.000
CUST_0000211,Blake,Nelson,blake.nelson@student.edu,"917-646-4446",Manhattan,Email,2025-09-14 22:49:43.000
CUST_0000212,Cameron,Chen,cameron.chen@mail.com,"917-996-4207",brooklyn,Email,2025-04-10 05:47:29.000
CUST_0000213,Avery,Wright,avery.wright@student.edu,"917-551-6201",Qns,Web,2025-08-03 13:37:40.000
CUST_0000214,Drew,Garcia,drew.garcia@student.edu,"917-590-7194", Bronx,Web,2024-07-24 23:40:03.000
CUST_0000215,Noel,Jackson,noel.jackson@mail.com,"917-864-2426",BRONX,Partner,2024-11-23 08:11:01.000
CUST_0000216,Dana,King,dana.king@mail.com,"718-679-8108",Queens,Partner,2024-12-06 18:19:10.000
CUST_0000217,Avery,Lee,avery.lee@demo.org,"212-394-1718",STATEN ISLAND,Referral,2024-11-27 16:04:12.000
CUST_0000218,Logan,Davis,LogaN.DaVIs@StUDEnt.edU,"718-547-3187",BRONX,Email,2025-08-06 16:31:46.000
CUST_0000219,Tatum,Phillips,tatum.phillips@demo.org,"332-795-7876",Brooklyn,Email,2024-07-08 18:51:54.000
CUST_0000220,Sloan,Rodriguez,sloan.rodriguez@student.edu,"212-436-7513", New York ,Email,2024-10-26 19:18:49.000
CUST_0000221,Skyler,Young,casey.nguyen@demo.org,"332-260-7041",Bronx,In-Store QR,2025-08-25 05:28:07.000
CUST_0000222,Elliot,Patel,elliot.patel@example.com,"347-843-4253",bronx,Referral,2025-02-26 14:50:59.000
CUST_0000223,Chris,Mitchell,chris.mitchell@mail.com,"718-216-8141",BRONX,Email,2024-08-04 15:16:29.000
CUST_0000224,Phoenix,Nelson,phoenix.nelson@demo.org,"646-764-6313",Qns,Email,2025-03-20 13:10:32.000
CUST_0000225,Cory,Clark,cory.clark@mail.com,"212-512-8485",Queens ,Email,2025-06-20 07:59:34.000
